Site;Domaine;Activité/Equipement;Type (Activité ou equipement ) ;Propriétaire;Danger;Mode Fonctionnement;Risque;Lieu;Manifestation;Dispositif de maitrise;Type de controle;Méthode de controle;Decription PA;Porteur;Dat de début;Date fin;Avancement du plan d'action;Statut;Probabilité/Exposition;Gravité;Criticité;Maturité
Potou;Toutes les activités;Véhicules;2;;Forte consommation de carburant;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Communication sur les gestes verts dans intracom et démarrage windows - Entretien régulier des véhicules et une procédure de réforme pour les véhicules - Dotation de carburant pour chaque véhicule (carte);Préventif;Manuelle;;;;;;;2;1;2;2
Potou;Intervention;Production (abonnés et ressources réseaux);1;;Absence de balisage des chantiers;Anormal;Risque sur la  santé des Hommes;Etres humains;;Instructions sur la signalisation des chantiers TelecomExistence de fiches de contrôles des EPI et de conformité du chantier (balisage);Préventif;Manuelle;;;;;;;1;3;3;3
Potou;Intervention;Gestion des Dechets;1;;Rejet de chaleur en cas d'incinération;Anormal;Risque sur la  santé des Hommes;Etres humains;;Interdiction d'insinerer. Prise en charge des besoins par DAL en collaboration avec (Sococim);Préventif;Manuelle;;;;;;;1;2;2;3
Potou;Intervention;Groupes Electrogène;2;;Vibrations du groupe électrogène;Normal;Risque sur la  santé des Hommes;Etres humains;;" - Les dalles qui supportent les groupes sont isolés du sol - Prise en compte de l'aspect """"vibration"""" des groupes electrogène dans les travaux d'ingénierie - Groupes isolés";Préventif;Manuelle;;;;;;;1;1;1;3
Potou;Intervention;Pylône;2;;Absence de balisage des équipements aériens;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Le balisage diurne est mis en place (couleur rouge blanc) - Remontée des anomalies sur la pylône remonté à DRPS/DI;Préventif;Manuelle;;;;;;;1;3;3;3
Potou;Intervention;Antenne;2;;Rayonnement électromagnétique des pylônes et antennes (téléphonie mobile et transmission hertzienne);Normal;Risque sur la  santé des Hommes;Etres humains;; - Limitation de l'accès aux sites - Règles de limitation des puissances en cas d'intervention Ex: arrêt de la BTS par secteur lors d'une intervention prolongée;Préventif;Manuelle;;;;;;;2;1;2;2
Potou;Intervention;Véhicules;2;;Encombrement des véhicules par des outillages et matériels;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Existence d'instructions pour le respect des consignes incluant désencombrement des véhicules d'intervention - Existence de contrôle inopiné sur l'encombrement des véhicules;Préventif;Manuelle;;;;;;;1;2;2;3
Potou;Intervention;Batiment;2;;Paratonnerre ionisant (Paratonnerres et maillage de masse);Anormal;Risque sur la  santé des Hommes;Etres humains;;Installation de paratonnere Franklin à pointe non ionisant;Préventif;Manuelle;;;;;;;1;2;2;3
Potou;Intervention;Batiment;2;;Prolifération de l'anophèle (paludisme) dans les eaux stagnantes;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Fourniture d'insecticide par la société de nettoiement - Programme de pulvérisation trimestrielle;Préventif;Manuelle;;;;;;;1;2;2;3
Potou;;BTS;2;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Transformation des sites indoors en outdoors avec un système VMCMaintenance préventive des équipements par le CIGéolocalisation des véhicules d'exploitationMise en place d'une campagne de communication sur les gestes verts;Préventif;Manuelle;;;;;;;2;1;2;2
République;Commercial;Gérer les stocks de produits;1;;Encombrement des locaux par des terminaux rendus par les clients;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Les terminaux rendus par les clients sont triés sont mis en carton et convoyés vers le magasin de Rufisque - Existence d'une procédure de traitement des déchets : stockage au niveau d'une armoire dédiée et convoie à Rufisque;Préventif;Manuelle;;;;;;;2;1;2;2
République;Commercial;Gérer les stocks de produits;1;;Encombrement des locaux par des terminaux rendus par les clients;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Procéder au désencombrement de la cafette de l'espace comptabilité et  recouvrement du 2e étage DDE;Baye Ngagne Diagne;;15-06-2015;;Soldé;2;1;2;2
République;Commercial;Gérer les stocks de produits;1;;Encombrement des locaux par des terminaux rendus par les clients;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Les terminaux rendus par les clients sont triés sont mis en carton et convoyés vers le magasin de Rufisque - Existence d'une procédure de traitement des déchets : stockage au niveau d'une armoire dédiée et convoie à Rufisque;Préventif;Manuelle;;;;;;;2;1;2;2
République;Commercial;Gérer les stocks de produits;1;;Encombrement des locaux par des terminaux rendus par les clients;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Proceder au désencombremlent de la cafette de l'espace VIP;Baye Ngagne Diagne;;15-06-2015;;Soldé;2;1;2;2
République;Commercial;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Matériel à réformer transféré à la DAL - Existence d'une procédure de vente des matériels réformés par le Chef d' établissement ;Préventif;Manuelle;;;;;;;3;2;6;1
République;Commercial;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Procéder au désencombrement de la cafette de l'espace VIP,  l'airede stockage au sous sol et la terr;Baye Ngagne Diagne;;15-06-2015;;Soldé;3;2;6;1
République;DDE;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Matériel à réformer transféré à la DAL - Existence d'une procédure de vente des matériels réformés par le Chef d' établissement ;Préventif;Manuelle;;;;;;;2;2;4;2
République;DDE;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Procéder au désencombrement  du bureau comptabilité et  recouvrement du 2e étage,  l'aire de stockage;Baye Ngagne Diagne;;15-06-2015;;Soldé;2;2;4;2
République;Toutes les activités;Batiment;2;;Stagnation d'eau;Anormal;Risque sur la  santé des Hommes;Etres humains;;;Préventif;Manuelle;Effectuer les travaux de curage au niveau du local de sockage gasoil du GE ;Baye Ngagne Diagne;;15-06-2015;;Soldé;2;2;4;2
République;Toutes les activités;Batiment;2;;Stagnation d'eau;Anormal;Risque sur la  santé des Hommes;Etres humains;;;Préventif;Manuelle;Trouver s un solution ou effectuer un pômpage régulier de l'eau qui stagne dans le local HT du sous ;Baye Ngagne Diagne;;30-06-2015;;Soldé;2;2;4;2
République;Intervention;Batiment;2;;chutes de cables;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Finaliser les travaux d'extension du local répartiteur . Organiser une refection du cablage;Baye Ngagne Diagne;;31-12-2015;;Soldé;2;2;4;2
République;Commercial;Imprimante;2;;Encombrement par cartouches déjà utilisées;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Organisation du recyclage des cartouches d'imprimantes : cartouches vides retournées au CMD pour remplacement;Préventif;Manuelle;;;;;;;3;1;3;1
République;Toutes les activités;Prendre et traiter les commandes;1;;Forte utilisation de papier;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Communication sur les gestes verts dans intracom et démarrage windows;Préventif;Manuelle;;;;;;;2;1;2;2
République;Commercial;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Maintenance préventive des climatiseurs par un prestataire - Existence d'installation pour l'évacuation de l'eau des climatiseurs;Préventif;Manuelle;;;;;;;1;2;2;3
République;Commercial;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Réparer les armoires au niveau de l'Agence de République (écoulement d'eau) soldé;Baye Ngagne Diagne;;30-06-2015;;Soldé;1;2;2;3
République;Commercial;Animer les ventes;1;;Bruit de la musique;Normal;Nuisance sonore;Etres humains, Faune;;Les animations se font en interne le bruit n'est pas perceptible hors de nos locaux.Seulement 2 animations exterieures par an lors des départs des one team pour 1 h maximum;Préventif;Manuelle;;;;;;;2;2;4;2
République;Toutes les activités;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;; - Existence d'un contrat d'entretien des climatiseurs par un prestataire - Signalisation des dysfonctionnements dans Gedalles compresseur de la climatisation centralisée sont sur le toit;Préventif;Manuelle;;;;;;;2;1;2;2
République;Toutes les activités;Groupes Electrogène;2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;; - Exigence réglementaire 65db à proximité des habitations. 85db à 1m du groupe respectégroupe capoté  - Groupe allumé qu'en cas d'absence secteur SENELEC - Maintenance préventive du groupe - Signalisation des dysfonctionnements à DAL;Préventif;Manuelle;;;;;;;2;2;4;2
République;Toutes les activités;Climatiseurs;2;;Dégagement gaz (cfc, F12, F22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;;;;;;;1;4;4;3
République;Toutes les activités;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Pollution de l'air;Air;; - Contrat d'entretien de la climatisation par un prestataire - Signalisation à la DAL en cas de dysfonctionnement;Préventif;Manuelle;;;;;;;1;4;4;3
République;Toutes les activités;Groupes Electrogène;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;; - Existence de contrat d'entretien trimestriel du GE avec Equiplus - Groupe électrogène au sous sol- la cuve de stockage est dans un local fermé;Préventif;Manuelle;;;;;;;4;2;8;1
République;Toutes les activités;Groupes Electrogène;2;;Dégagement de NOx SO2 particules fines (GE);Normal;Pollution de l'air;Air;; - Existence de contrat d'entretien trimestriel du GE avec Equiplus - Groupe électrogène au sous sol;Préventif;Manuelle;;;;;;;4;2;8;1
République;Commercial;Assurer l'entretien des locaux;1;;Odeur des produits phytosanitaires pour l'entretien des plantes;Normal;Pollution de l'air;Air;; - Voir FDS des prestataires de nettoiement - Demande au prestataire d'utiliser les produits phytosanitaires pendant le week end;Préventif;Manuelle;;;;;;;1;1;1;3
République;Toutes les activités;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;Entretien régulier du véhicule utilisé pour les courses administratives (courrier)Existence d'une procédure de réforme pour les véhicules;Préventif;Manuelle;;;;;;;2;2;4;2
République;Commercial;Accueillir et orienter les clients (physique et en ligne);1;;Déchets Tickets GFA;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Instruction pour la récupération des tickets par le caissier, le SAU, le SAVR et le vendeur qui devront les déposer dans leur corbeillePiste d'amélioration : rappel des instructions par le RA lors des briefings;Préventif;Manuelle;;;;;;;1;1;1;3
République;Commercial;Prendre et traiter les commandes;1;;Emballage en plastique des cartes (SIM et recharge);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Sachets en plastique en place remplacés par des sacs en papier recyclable - Favorisation des ventes par seedo et par Orange Money (paiement marchand);Préventif;Manuelle;;;;;;;2;1;2;2
République;Toutes les activités;Conserver et archiver les documents;1;;Forte utilisation de papier;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Communication sur les gestes verts dans intracom et démarrage windowsDocuments archivés dans une salle dédiée à Médina et documents Orange Money sont archivés à DVRI;Préventif;Manuelle;;;;;;;3;1;3;1
République;DDE;Encaisser les paiements des clients;1;;Forte utilisation de papier;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Communication sur les gestes verts dans intracom et démarrage windowsDoc encaissement sont envoyés au SCE à Médina pour traitement et archivage;Préventif;Manuelle;;;;;;;3;1;3;1
République;Commercial;Animer les ventes;1;;Forte utilisation de papier;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Utilisation seulement des contrats renseignés et retournés à l'Agence;Préventif;Manuelle;;;;;;;2;1;2;2
République;Commercial;Ordinateurs;2;;Rejet ordinateurs usagés et consommables informatiques;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les ordinateurs HS sont renvoyés à DSI;Préventif;Manuelle;;;;;;;3;2;6;1
République;Commercial;Toutes les activités;1;;Forte consommation d'eau;Anormal;Surconsommation d'eau;Ressources naturelles;; - Sensibilisation sur les gestes vert - Signalisation dans Gedal en cas de dysfonctionnement (fuites d'eaux) - Réparation systématique des fuites d'eaux;Préventif;Manuelle;;;;;;;1;1;1;3
République;Commercial;Toutes les activités;1;;Forte consommation d'électricité;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Ronde des vigiles après la descente pour éteindre les lampes. Ils font un rapport d'incident en cas de dysfonctionnement - Sensibilisation des agents qui ne respectent pas les consignes (éteindre les lampes à la descente) - Sensibilisation sur les gestes verts;Préventif;Manuelle;;;;;;;1;2;2;3
République;Commercial;Animer les ventes;1;;Forte consommation de carburant;Anormal;Surconsommation d'énergie;Ressources naturelles;;remplacement progressif de la flotte par des véhicules récents consommant moins.Suivi des consommantions par DAL;Préventif;Manuelle;;;;;;;2;2;4;2
République;Commercial;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Contrat d'entretien de la climatisation par un prestataire - Signalisation à la DAL en cas de dysfonctionnement;Préventif;Manuelle;;;;;;;1;2;2;3
République;Commercial;Batiment;2;;Ecoulement d'eau usée de l'ONAS devant l'Agence;Anormal;Risque sur la  santé des Hommes;Etres humains;;Ecoulement d'eau usée de l'ONAS devant l'Agence signalé à l'ONAS et suivi par DAL et QSE;Préventif;Manuelle;;;;;;;1;2;2;3
République;Intervention;BTS;2;;Forte consommation d'électricité;Normal;Surconsommation d'énergie;Ressources naturelles;;maintenance préventif de la BTS par les services techniques.Dépose des équipements inutilisés;Préventif;Manuelle;;;;;;;2;2;4;2
Richard Toll;Intervention;Production (abonnés et ressources réseaux);1;;Chute de câbles, jarretières, fusibles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Airs, locaux de stockage pour les chutes de câblesMise en place de bacs de collecte au niveau de l'établissementCommunication sur les lieux de stockage et vente des chutes de câbles à l'ANARS;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Production (abonnés et ressources réseaux);1;;Chute de câbles, jarretières, fusibles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager au niveau du site une aire de stockage adaptée des déchets et matériels hors usage ;;;31-12-2015;;Soldé;2;1;2;2
Richard Toll;Intervention;Production (abonnés et ressources réseaux);1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'un magasin pour le stockage des terminaux HSLes terminaux HS sont mis dans des sacs et renvoyés au magasin DAL/CMDLe CISL une fois par mois réintégre le matériel HS à Dakar;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Production (abonnés et ressources réseaux);1;;Déversement dans la rue de l'eau des chambres SR lors de l'évacuation en période d'hivernage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Le CISL loue un camion citerne qui pompe l'eau des chambres et le déverse hors de la ville;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Commercial;Groupes Electrogène;2;;Dégagement de Gaz (GE);Normal;Pollution de l'air;Air;;;Préventif;Manuelle;Rehausser la sortie d'échappement du GE pour éviter les rejets de gaz à hauteur d'homme.;Samba Diop DINT;;31/12/2017;;Non fait;3;2;6;1
Richard Toll;Commercial;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;;Vérification par le CI du respect des normes de livraison par le fournisseur (bacs de retention portatifs)Nettoiement du site en cas de déversement du gasoil lors du remplissage des cuves;Préventif;Manuelle;;;;;;;3;2;6;1
Richard Toll;Commercial;Batiment;2;;Prolifération de l'anophèle (paludisme) dans les eaux stagnantes;Anormal;Risque sur la  santé des Hommes;Etres humains;;Entretien quotidien du site par le prestataire ;Préventif;Manuelle;;;;;;;2;2;4;2
Richard Toll;Commercial;Batiment;2;;Prolifération de l'anophèle (paludisme) dans les eaux stagnantes;Anormal;Risque sur la  santé des Hommes;Etres humains;;;Préventif;Manuelle;Faire intervenir une fois par an les services d'hygiène ou un prestataire pour éliminer les moustiqu;Amadou Thiam;;31/12/2017;;Non fait;2;2;4;2
Richard Toll;Intervention;Batiment;2;;Prolifération de l'anophèle (paludisme) dans les eaux stagnantes;Anormal;Risque sur la  santé des Hommes;Etres humains;;Après chaque hivernage les eaux stagnantes sont vidées avec une moto pompe dans le canal prévue pour la collecte des eaux pluvialLa désinsectisation et l'évacuation des eaux stagnantes sont prévues dans les contrats de nettoiement ;Préventif;Manuelle;;;;;;;3;2;6;1
Richard Toll;Intervention;Batiment;2;;Prolifération de l'anophèle (paludisme) dans les eaux stagnantes;Anormal;Risque sur la  santé des Hommes;Etres humains;;;Préventif;Manuelle;Faire intervenir une fois par an les services d'hygiène ou un prestataire pour éliminer les moustiqu;Amadou Thiam;;31/12/2017;;Non fait;3;2;6;1
Richard Toll;Intervention;Batiment;2;;Paratonnerre ionisant (Paratonnerres et tresse de masse);Anormal;Risque sur la  santé des Hommes;Etres humains;;Installation de paratonnere Franklin à pointe non ionisant;Préventif;Manuelle;;;;;;;3;2;6;1
Richard Toll;Intervention;Batiment;2;;Paratonnerre ionisant (Paratonnerres et tresse de masse);Anormal;Risque sur la  santé des Hommes;Etres humains;;;Préventif;Manuelle;Procéder au remplacement de tous les paratonnerres à pointe ionisant contenant des éléments radio ac;Samba Diop DINT;;31/12/2017;;Non fait;3;2;6;1
Richard Toll;Commercial;Climatiseurs;2;;Dégagement gaz (CFC, R12, R22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;;;;;;;2;4;8;2
Richard Toll;Commercial;Climatiseurs;2;;Dégagement gaz (CFC, R12, R22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;Déposer le climatiseur  HS du bureau du CI;Samba Diop DINT;;31/12/2017;;Non fait;2;4;8;2
Richard Toll;Intervention;Climatiseurs;2;;Dégagement gaz (CFC, R12, R22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;;;;;;;2;4;8;2
Richard Toll;Intervention;Climatiseurs;2;;Dégagement gaz (CFC, R12, R22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;Déposer le climatiseur  HS du bureau du CI;Samba Diop DINT;;31/12/2017;;Non fait;2;4;8;2
Richard Toll;Intervention;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Pollution de l'air;Air;;Mise en œuvre du programme de maintenance préventive confié à des sous traitants (Sahel Trading) pour l'entretien de la climatisation .Equipement actuel ne contiennent plus de gaz dangeureux pour la couche d'ozoneRéparation des conduits en cas de fuite;Préventif;Manuelle;;;;;;;2;2;4;2
Richard Toll;Commercial;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;Signalisation de tout dysfonctionnement à la DAL pour la maintenance curative du parc automobileMaintenance préventive périodique du parc automobile Existence d'un suivi CI, IRR et Garage du kilometrage pour la maintenance préventiveProcédure de réforme des véhicules et remplacement par des véhicules neufs;Préventif;Manuelle;;;;;;;4;2;8;1
Richard Toll;Commercial;Imprimante;2;;cartouche d'imprimante;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les cartouches utlisées sont envoyées à DALExistence d'une procédure de gestion des dechets et de filières de recyclage pilotées par DAL;Détectif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Commercial;ventes des produits;1;;Utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballagesExistence d'une procédures de gestion des dechetsExistence de filière de recyclage;Détectif;Manuelle;;;;;;;4;1;4;1
Richard Toll;Commercial;mobiliers;2;;Encombrement des sites par des mobiliers hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure de réforme et vente organisée des mobiliers réformés par l'agence suite autorisation de la DAL;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Commercial;Groupes Electrogène;2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;;Isolement des groupes électrogenes insonrisé et capoté sous un abrisMaintenace préventive par le fournisseur et signalisation de tout dysfonctionnement pour la maintenance curative par le fournisseur;Détectif;Manuelle;;;;;;;1;2;2;3
Richard Toll;Commercial;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;;Signalisation via Attache des défectuosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenance préventive Changement des équipements par DEX/ECP/NRJ;Préventif;Manuelle;;;;;;;1;1;1;3
Richard Toll;Intervention;Production (abonnés et ressources réseaux);1;;Bruit des perceuses;Normal;Nuisance sonore;Etres humains, Faune;;Existence d'une brochure sur les comportements à avoir chez le client;Préventif;Manuelle;;;;;;;4;1;4;1
Richard Toll;Intervention;Groupes Electrogène;2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;;Les groupes électrogènes sont capotés et insonorisés. Respect normes CEMaintenance préventive de la cheminée assurée par les équipes CIGroupe allumé qu'en cas d'absence secteur SENELEC;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Extracteurs d'air;2;;Bruit des  extracteurs d'air;Normal;Nuisance sonore;Etres humains, Faune;;Extracteur d'air ne marche que quand la climatisation ne fonctionne pas;Préventif;Manuelle;;;;;;;4;1;4;1
Richard Toll;Intervention;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;;Existence contrat d'entretien des climatiseurs par Sahel Trading;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;;Existence de contrat d'entretien trimestriel des GE avec Equiplus tuyaux échappt changés, La maintenance préventive trimestrielle se fait périodiquement;Préventif;Manuelle;;;;;;;3;2;6;1
Richard Toll;Intervention;Groupes Electrogène;2;;Dégagement de Gaz (GE);Normal;Pollution de l'air;Air;;Exsitence de contrat d'entretien trimestriel des GE avec Equiplus Changement tuyaux échappt, La MP se fait périodiquement (500H);Préventif;Manuelle;;;;;;;3;2;6;1
Richard Toll;Intervention;Stations d'energie;2;;Surpression (ondes de choc);Anormal;Pollution de l'air;Air;Incident; - Contrôle densité et température dans les salles batteries (Efficace sur la durée de vie des batteries) - Evolution des batteries vers technologie à gel - Installation d'extracteurs d'air à l'intérieur des locaux batteries pour ventiler - Fermeture des salles batteries par une porte en fer - Point d'eau dans les salles batterie pour un rinçage immédiat en cas d'éclaboussures de produits dangeureux de l'acide en particulier;Préventif;Manuelle;;;;;;;1;3;3;3
Richard Toll;Intervention;Dispositif de coupure HT;1;;Fuite de SF6 (fusible);Anormal;Pollution de l'air;Air;;Surveillance périodique de la charge et consigne en cas d'intervention sur l'équipement par l'exploitant (agent sonatel ou sous traitant)Dispositif d'absorption de l'arc non polluant et dans des enceintes hermétiques;Préventif;Manuelle;;;;;;;2;2;4;2
Richard Toll;Intervention;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;Entretien régulier des véhicules et une procédure de réforme pour les véhiculesRemplacement de tous les véhicules vetustes du Ci par du neuf;Préventif;Manuelle;;;;;;;4;2;8;1
Richard Toll;Intervention;Batteries;2;;Odeurs des équipements;Normal;Pollution de l'air;Air;;Les batteries sont logées dans des locaux dédiésMaintenance préventive assurée par le CI et le fournisseur Mutelec;Préventif;Manuelle;;;;;;;3;2;6;1
Richard Toll;Intervention;Contrôle opérationnel;1;;Forte utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Communication sur les gestes verts dans intracom et démarrage windowsLes papiers sont stockés au lieu dépose des ordures au fond derrière le batiment des bureaux et le Sce de Nettoiement dégage ces ordures chaque fin de moisImpression sur les deux faces (recyclage);Préventif;Manuelle;;;;;;;4;1;4;1
Richard Toll;Intervention;Maintenance préventive;1;;Déversement de produits toxiques, corosifs ( grésil, gasoil, acide...);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Réparation des fuites pris en charge par le pestataire Equiplus;Détectif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Gestion du stock;1;;Encombrement des sites par du matériel déposé ou hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'une procédure de gestion des déchetsMatériel vendu en réforme aux retraités;Préventif;Manuelle;;;;;;;3;1;3;1
Richard Toll;Intervention;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Vente de matériel réformé organisé par le chef d'établissement. Existence d'une procédureMatériel vendu en réforme aux retraités;Préventif;Manuelle;;;;;;;3;1;3;1
Richard Toll;Intervention;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Existence de contrat d'entretien trimestriel des GE avec Equiplus - Bac de rétention  - Raccordement direct du GE à la cuve - Demande de l'intervention du fournisseur pour réparation des dysfonctionnements causes de fuites;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;procédure et mode opératoire sur le dépotage du carburantNettoiement de la zone souillée par le prestataire de nettoiement;Détectif;Manuelle;;;;;;;2;1;2;2
