Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email du Porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Commercial;Image;Ressources Humaines;Juridique;Criticité;Maturité CI
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer les ressources énergétiques;Risque de non maîtrise des coûts;Consommation abusive ou surconsommation de carburant;;;;;;;;"Pour l'approvisionnement des sites administratifs : - commande ouverte  en début d'année - à chaque besoin, un OT validé par le chef de département est transmis au fournisseur - supervision du dépotage par le contact sur site - contrôle par la compta  fournisseurs entre la facture et le bl. BL signé par chef de zone et certification facture par chef de service après rapprochement avec devis validé et réception prestation - appréciation de la quantité à consommer par le service GRE  - Possibilité de saisir d'une autre DA pour une autre commande ouverte en cours d'année. Pour les sites techniques: 2 fournisseurs - Eydon et Oryx. Possibilité de suivre la consommation des cuves avec l'outil Electra et anticiper les commandes. Pour les sites avec carte: 
une carte est remise au responsable du site- même fonctionnement que pour le personnel - carte chargée en début du mois avec un plafond 
Rapport technique hebdo suivi avec le prestataire de sécurité en cas d'anomalies (commandes carburant répétées, etc)
Suivi hebdos et mensuels des anomalies sur les consommations des véhicules (prises nocturnes, prises répétées, arrêts moteur-on, excès de vitesse, etc)";Détectif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer les ressources énergétiques;Risque de non maîtrise des coûts;Consommation abusive ou surconsommation de carburant;;;;;;;;L'agent qui gère le carburant suit les consommations : dès que la dotation d'une carte est dépassée, il interroge Total pour obtenir les explications.Note du Chef de département Immo Tr sur les règles d'utilisation des cartes (les cartes doivent être  dédiées) diffusées dans Intracom pour éviter les fraudes.Utilisation systèmatique de cartes carburant et remise de tickets exceptionnelle (mission <100 litres) - Fichiers de relevés de consommation des cartes envoyés aux chefs de zones tous les mois pour suivi et vérification pour les véhicules et les GE - Production d'un rapport d'anomalies intégrant les véhicules en panne qui ne consomment plus et tous les autres problèmes signalés - le carburant pour les missions est chargé sur une carte pour toute dotation > 100 litre    - Suivi des consommations des cartes - Suivi de l'utilisation des tickets -Suivi de la consommation des véhicules avec la géolocalisation;Détectif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer les ressources énergétiques;Risque de non maîtrise des coûts;Facturation multiple d'une même commande de carburant;;;;;;;;"Centralisation de la commande et de la certification au niveau de DAL/IMMOTR/GRE
Suivi d'une comptabilité analytique des commandes de carburant avec un bouclage mensuel";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque d'achat non-conforme;Non-conformité commande/livraison;;;;;;;;"- Existence d'un PV de suivi de chantier où on retrouve les indications sur les matériaux
 - Précision des types d'équipements dans les cdc
 - Descriptif des matériaux sur les devis fournis et validation en fonction du cdc
 - Réception des travaux après a";Préventif;Manuelle;3;2;1;2;2;;1;5;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque d'achat non-conforme;Inadéquation charge/ capacité (insuffisance RH);;;;;;;;"'Suivi des travaux par le bureau de contrôle
Recrutement d'un architecte pour le suivi ou d'une maîtrise d'oeuvre pour les projets complexes (OPC)
Une visite/semaine pour le contrôle des chantiers à Dakar et en région 1/2semaines ou 1/mois
Visites ponctuelles pour des surveys de prise de besoins
piste d'amélioration:  Remplacement d'une RH";Préventif;Manuelle;3;2;1;2;2;;1;5;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque d'achat non-conforme;Non respect des procédés de mise en œuvre;;;;;;;;"Il y' a 3 niveaux de contrôle :- le suivi de l'architecte et celui du bureau de contrôle qui fait des visites pour vérifier la conformité des travaux et fait un rapport pour l'assureur en fin de projet.- Immo-Tr suit également les travauxChoix d'une Société pour l'OPC (ordonnancement, pilotage et coordination) pour le nouveau siège. Enquête satisfaction semestrielle sur le base d'une fiche déroulée pour chaque projet par le Service APP/PPA après le bilan du projet par DAL/Immo-Tr. Des clauses de responsabilité de l'architecte pour la prise en charge des travaux post réception figurent dans le contrat avec le prestataire.Recette provisoire des travaux effectuée avec une garantie d'1 an (retenue 10%) avant la recette définitive et une garantie décennale après la recette définitive. Validation des plans techniques : électrique, béton armé, gainage et climatisation, plomberie..., par le bureau de contrôle avant démarrage et suivi des travaux. Validation du cahier des charges par DG/SECU sur les aspects sécurité et environnement
DG/SECU est associé aux recettes. Le bureau de contrôle valide les plans avant les travaux et contrôle après les travaux piste d'amélioration: reco suite audit de la prise en charge des aspects environnementaux dans la gestion des projets immo";Préventif;Manuelle;3;2;1;2;2;;1;5;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque d'achat non-conforme;Non respect des procédures de travail par les sous traitants;;;;;;;;- Tableau de suivi de la répétitivité des dysfonctionnements - Sensibilisation des sous traitants QSE - Suivi des travaux sur site - Evaluation annuelle des sous traitants et identification de PA d'amélioration  - Mise en œuvre des plans de gestion de la ;Préventif;Manuelle;3;2;1;2;2;;1;5;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non fiabilité de la facturation;facturation par le fournisseur inadaptée au taux d'avancement;;;;;;;;Confirmation par le responsable du projet du taux d'avancement du projet Certification de la facture par ESP en comparant le taux d'avancement et le montant prévu sur le contrat Point d'avancement avec le prestataire consigné dans un PV entre DAL/IMMOTR/ESP et le prestataire avant établissement de la facture;Préventif;Manuelle;1;1;1;;;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non maîtrise des coûts;Mauvaise estimation des coûts;;;;;;;;"Exploitation des acords-cadre et des commandes antérieures
Demande de renseignement de prix auprès des prestataires du secteur
Prévision d'une marge pour d'éventuels imprévus";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non maîtrise des coûts;Evolution des besoins en cours de projets (travaux supplémentaires : TS);;;;;;;;Piste d'amélioration : Implication de tous les acteurs dans la mise en place du projet : prise en compte des spécificités dans le cahier des charges (DAL/Immo-TR);Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non maîtrise des coûts;Evolution des besoins en cours de projets (travaux supplémentaires : TS);;;;;;;;Implication de tous les acteurs dans la mise en place du projet : prise en compte des spécificités dans le cahier des charges (DAL/Immo-TR) - à consolider;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non maîtrise des projets (organisation, qualité travaux,délai) ;Evolution des besoins en cours de projets (travaux supplémentaires : TS);;;;;;;;Implication de tous les acteurs dans la mise en place du projet : prise en compte des spécificités dans le cahier des charges (DAL/Immo-TR) - à consolider;Préventif;Manuelle;2;2;2;;2;2;;4;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non maîtrise des projets (organisation, qualité travaux,délai) ;Non respect des délais par les fournisseurs;;;;;;;;Pilotage des projets d'envergure par :- MOD- architecte- contrôleur technique (OPC: ordonnancement, pilotage et contrôle pour le nouveau siège)Suivi des plannings projets : suivi terrain piste d'amélioration: application plus rigoureuse des pénalités;Préventif;Manuelle;2;2;2;;2;2;;4;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non maîtrise des projets (organisation, qualité travaux,délai) ;Retard de paiement des fournisseurs;;;;;;;;- Certification des factures dans les délais par ESP - Liste des pièces à fournir connue par les fournisseurs (complétude dossier de paiement) - Pilotage des retards de paiement au niveau du service APPS/GRF - Sensibilisation du service MCG/BA pour la sai;Préventif;Manuelle;2;2;2;;2;2;;4;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Etudier et suivre les projets immobiliers;Risque de non maîtrise des projets (organisation, qualité travaux,délai) ;Insuffisance de moyens logistiques;;;;;;;;- Utilisation des véhicules du Pool  - Affectation d'un deuxième véhicule aux équipes projets bâtiments;Préventif;Manuelle;2;2;2;;2;2;;4;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque d'achat non-conforme;Non-conformité commande/livraison;;;;;;;;- Une Commission composée de Immo-Tr, AGS  et CHSCT est mise en place pour choisir les mobiliers de bureau - Visite des fournisseurs lors de la consultation - La conformité des équipements livrés est vérifiée lors de l'étiquetage - Un BL récapitulatif est;Détectif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de dégradation de la qualité de service;Panne du Groupe électrogène;;;;;;;;"'gestion de l'ensemble des ressources énergétiques par solarcom (projet zenith)
Suivi du respect des KPI de Solarcom par DRPS/TPP";Préventif;Manuelle;3;2;1;2;2;2;;5;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de dégradation de la qualité de service;Insuffisance des RH (non remplacement des RH parties) pour une meilleure prise en charge de toutes les sollicitations internes;;;;;;;;Demande de recrutement de RH en cours;Détectif;Manuelle;3;2;1;2;2;2;;5;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de non maîtrise des coûts;Vétusté des équipements;;;;;;;;Renouvellement des équipements vétustes par ordre de priorité;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de non maîtrise des coûts;Dégradation du mobilier lors de manutention;;;;;;;;"- Les déménagements sont réalisés par des spécialistes (contrat en cours avec une société de manutention)
 - Directive donnée au personnel pour qu'ils vident leurs armoires dans les cartons fournis avant les déménagements
 - Mobiliers livrés dans des cart";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de non maîtrise des coûts;Dépenses d'entretien excessives;;;;;;;;"- En cas de dysfonctionnement d'un équipement, une étude d'opportunité est effectuée avant de décider de réparer ou réformer avec une priorisation des cas à prendre en compte
 - Autorisation des dépenses par IMMO-TR ou DAL : formulaire à envoyer pour sign";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de mauvaise prise en charge des demandes clients internes;Retard de prise en charge des signalisations;;;;;;;;"- renouvellement des équipements obsolètes au besoin
 - Signature de contrats cadre pour les petits travaux de bâtiment
 - Réception de workflow à chaque signalisation dans GEDAL par le pôle concerné et le chef de service

Automatisation des signalisation";Préventif;Manuelle;4;2;;;;2;;8;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de mauvaise prise en charge des demandes clients internes;Retard de prise en charge des signalisations;;;;;;;;- Augmentation du nombre de prestataires et signature de contrats cadre peinture, plomberie, électricité, étanchéité …. - Mise en place de contrats de maintenance;Préventif;Manuelle;4;2;;;;2;;8;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de mauvaise prise en charge des demandes clients internes;Retard de prise en charge des signalisations;;;;;;;;"""Avec GEDAL, logiciel de gestion des signalisations (1010), un mail de feed back automatique est généré dès la fin du traitement de la panne ou de l'incident """"signalisation résolue et demande vérification""""""";Détectif;Manuelle;4;2;;;;2;;8;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de mauvaise prise en charge des demandes clients internes;Retard de prise en charge des signalisations;;;;;;;;Les délais de relève sont suivis au niveau du tableau de bord, des objectifs : J+1, J+2 et J+7 sont fixées en fonction de la panne (GEDAL calcule les stats) Publication mensuelle du reporting de suivi du traitement des signalisations au Codal élargi;Détectif;Manuelle;4;2;;;;2;;8;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de mauvaise prise en charge des demandes clients internes;attribution erronée du mobilier (insuffisance du mobilier acquis par rapport au nombre de demandes);;;;;;;;Déplacement de EMI sur site pour s'assurer de la correcte attribution du mobilier avec coordination avec le responsable logistique sur site;Préventif;Manuelle;4;2;;;;2;;8;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de mauvaise prise en charge des demandes clients internes;priorisation de Dakar dans la distribution du mobilier;;;;;;;;Attribution des besoins en fonction des demandes avec prise en compte des cas prioritares/urgents;Préventif;Manuelle;4;2;;;;2;;8;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de fraude;Sous-livraison par rapport aux contrats (effectuer moins de travail d'entretien que stipulé dans le contrat, utiliser des produits et matériaux de qualité inférieure pour effectuer les réparations, mauvaise qualité des travaux etc...);;;;;;;; - Planning proposé par les fournisseurs et validé par EMI et communiqué aux correspondants logistiques et/ou chefs d'établissement ;Préventif;Manuelle;2;1;1;;;1;;2;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Exploiter et maintenir le patrimoine immobilier;Risque de fraude;Détournement des mobiliers;;;;;;;;"pointage des besoins avant expédition des mobiliers par EMI
pointage à nouveau après distribution par EMI puis remontée à DAL/IMMOTR/GPI  la liste de numéros de série utilisés puis proposition à la réforme des anciens mobiliers au chef d'établissement ou à DAL/GCL/GSC";Préventif;Manuelle;2;1;1;;;1;;2;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Mauvaise qualité des travaux du prestataire (Garagiste ou Concessionnaire);;;;;;;;"Évaluation annuelle des prestataires. Retour des véhicules en garantie chez le prestataire. Prise en compte dans l'évaluation. Demande de changement d'un fournisseur par la hiérarchie s'il n'effectue pas bien le travail
piste d'amélioration: augmenter le nombre de prestataires - AO en cours";Correctif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Long délai de remorquage du véhicule en panne (nécessité de 2 agents et du véhicule de remorquage);;;;;;;;'remorquage avec le pick-up du garage ou par le partenaire du garage agréé;Correctif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Lenteurs dues aux demandes de devis (2);;;;;;;;"Inutilité d'acquérir plusieurs devis pour les frais d'entretien des nouveaux véhicules. Prêt de véhicules temporaires en cas de rentrée d'une voiture en garage les véhicules neufs de moins de 3ans sont systématiquement ramenés chez les concessionnaires
les véhicules de plus de trois ans
piste d'amélioration: augmentation du nombre de prestataires - AO en cours";Préventif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Retard de mise à disposition de véhicule pour les missions ;;;;;;;;- Gestion du pool de véhicules pour les missions: joindre l'ordre de mission à la demande de véhicules. Traitement des demandes par ordre d'arrivée et par priorité si les demandes dépassent les capacités- Planning mensuel de suivi des véhicules: direction;Préventif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Mauvais diagnostic de la panne par le fournisseur;Acquérir un outil de diagnostic électronique;ousmane gueye;Ousmane.GUEYE2@orange-sonatel.com;;31/03/2018;;En cours;;;;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Mauvais diagnostic de la panne par le fournisseur;;;;;;;;"Réception qualitative après retour par le fournisseur. Retour systématique des véhicules chez le prestataire si la panne persiste
Garantie de 6 mois en cours sur tous les véhicules";Correctif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Livraison tardive des véhicules réparés en interne;;;;;;;;"'Délai maximum de 13 jours des véhicules au garage sur 80% des véhicules
Anticipation et 
Exigence de remise de la DT au moment du dépôt
Délai calculé à partir de la réception de la DT
Push des véhicules si le bénéficiaire ne vient pas récupérer son véhicule au bout de 3 jours après notification";Préventif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Véhicule déposée sans demande de travail;;;;;;;;Traitement par anticipation en attendant de recevoir la DT pour remontée de la liasse pour bon de commande au garage;Préventif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de non maîtrise des coûts;Vétusté du parc automobile;;;;;;;;- Plan de réforme des véhicules inclut un plan de renouvellement. - Suivi de l'âge pour les réformes (fichier des immos avec date de mise en service) - Entretien des véhicules - nouvel indicateur: âge moyen des véhicules d'exploitation inférieur ou égal à;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de non maîtrise des coûts;Absence de visibilité sur les réparations de véhicules;;;;;;;;- Demande de travail établie pour chaque réparation par service demandeur  qui l'envoie au garage où la demande est visée après diagnostic de la panne par les mécaniciens du garage (superviseur) qui oriente vers les prestataires. - Entretien des véhicules;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de non maîtrise des coûts;Panne répétitive;;;;;;;;Suivi des coûts SAV des véhicules pour décider de la réforme (logiciel de gestion du parc). Acquisition de véhicules neufs et suivi des entretiens pour limiter les pannes. Anticipation et prise en rapide des véhicules;Détectif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de fraude;Surfacturation par le prestataire;;;;;;;;Demande de 2 devis . Vérification de leur conformité. Choix par le service transport du mieux disant puis saisie de la demande d’autorisation de dépenses validé par IMMOTR. Récupération des pièces changées pour vente en ferraille. Notation des prestataires selon les critères de QREDIC pilotée par APPS;Préventif;Manuelle;3;1;1;;;;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de fraude;Mauvaise qualité des pièces fournies par les prestataires;;;;;;;;"Exigence auprès des prestataires que les pièces changées soient retournées
Vérification physique des nouvelles pièces
Exigence d'une garantie d'au mois 6 mois pour les pièces changées (devis sans garantie non accepté)

Piste d'amélioration: développement d'un SI pour un suivi de la vie des véhicules depuis leur mise en circulation à mettre en prodution en 2018";Préventif;Manuelle;3;1;1;;;;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de fraude;surconsommation du carburant (conduite sportive, vol de carburant);;;;;;;;"Rapport mensuel extrait de l'extranet de Total pour suivre les consommations et avoir des alertes sur les véhicules qui ont des consommations extra

A peu près 50% du parc est équipé de géolocalisation. Généralisation sur tout le parc en cours";Préventif;Manuelle;3;1;1;;;;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque d'accident;Non respect de la sécurité routière: Qualification des chauffeurs;;;;;;;;- Code d'utilisation des véhicules 2 roues en ligne dans intracom- Diffusion d'un code de conduite pour les véhicules : les nouvelles recrues doivent être testées sur la conduite au niveau de DAL (au Garage à Potou) qui fait une remontée par mail pour  po;Préventif;Manuelle;3;2;1;;2;3;;6;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque d'accident;Explosion  des batteries sans protection;;;;;;;;"'Port des EPI par les opérationnels (gants, masques, chaussures de sécurité)
Sensibilisation des agents sur le port des EPI lors de brieffings hebdos
Suivi mensuel des indicateurs dans le reporting du GIE";Préventif;Manuelle;3;2;1;;2;3;;6;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque d'accident;Remorquage de véhicule hors norme;Vérifier les assurances dont se munit le prestataire (Tapha automobiles) qui remorque les véhicules du pool au besoin;ousmane gueye;Ousmane.GUEYE2@orange-sonatel.com;;31/03/2018;;Non fait;;;;3;2;1;;2;3;;6;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque d'accident;Remorquage de véhicule hors norme;;;;;;;;'remorquage avec le pick-up du garage ou par le partenaire du garage agréé;Préventif;Manuelle;3;2;1;;2;3;;6;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque d'accident;Excés de vitesse;;;;;;;;"'Suivi de l'utilisation du véhicule et des cas qui sortent en excès (conso, vitesse, etc)
A peu près 50% du parc est équipé de géolocalisation. Généralisation sur tout le parc en cours";Préventif;Manuelle;3;2;1;;2;3;;6;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Mauvais diagnostic de la panne par le fournisseur;Acquérir un outil de diagnostic électronique;ousmane gueye;Ousmane.GUEYE2@orange-sonatel.com;;31/03/2018;;Non fait;;;;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Mauvais diagnostic de la panne par le fournisseur;Acquérir un outil de diagnostic électronique;ousmane gueye;Ousmane.GUEYE2@orange-sonatel.com;;31/03/2018;;Non fait;;;;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Mauvais diagnostic de la panne par le fournisseur;;;;;;;;"Réception qualitative après retour par le fournisseur
Retour systématique des véhicules chez le prestataire si la panne persiste
Garantie de 6 mois en cours sur tous les véhicules";Correctif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Mauvaise qualité des travaux du prestataire (Garagiste ou Concessionnaire);;;;;;;;"Evaluation annuelle des prestataires
Retour des véhicules en garantie chez le prestataire
Prise en compte dans l'évaluation
Demande de changement d'un fournisseur par la hiérarchie s'il n'effectue pas bien le travail

piste d'amélioration: augmenter le nombre de prestataires - AO en cours";Correctif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Long délai de remorquage du véhicule en panne (nécessité de 2 agents et du véhicule de remorquage);;;;;;;;'remorquage avec le pick-up du garage ou par le partenaire du garage agréé;Correctif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Lenteurs dues aux demandes de devis (2);;;;;;;;"'Inutilité d'acquérir plusieurs devis pour les frais d'entretien des nouveaux véhicules
Prêt de véhicules temporaires en cas de rentrée d'une voiture en garage
les véhicules neufs de moins de 3ans sont systématiquement ramenés chez les concessionnaires
les véhicules de plus de trois ans
piste d'amélioration: augmentation du nombre de prestataires - AO en cours";Préventif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Livraison tardive des véhicules réparés en interne;;;;;;;;"Délai maximum de 13 jours des véhicules au garage sur 80% des véhicules
Anticipation et 
Exigence de remise de la DT au moment du dépôt
Délai calculé à partir de la réception de la DT
Push des véhicules si le bénéficiaire ne vient pas récupérer son véhicule au bout de 3 jours après notification";Préventif;Manuelle;3;1;1;;;1;;3;1
